is_inactive,window_count
2046,1
2042,1
2040,1
2034,1
2026,1
2082,1
2024,1
2022,1
2018,1
2016,1
2014,1
2000,1
1998,1
1996,1
1994,1
1988,1
1982,1
1980,1
1978,1
1976,1
2076,1
2086,1
2186,1
2132,1
2184,1
2182,1
2180,1
2178,1
2170,1
2168,1
2162,1
2160,1
2154,1
2148,1
2142,1
2140,1
2138,1
2134,1
2128,1
2088,1
2126,1
2124,1
2118,1
2114,1
2112,1
2110,1
2108,1
2106,1
2104,1
2102,1
2098,1
2096,1
2094,1
2090,1
2434,1
2438,1
2440,1
2782,1
2828,1
2826,1
2822,1
2820,1
2814,1
2812,1
2806,1
2804,1
2802,1
2800,1
2798,1
2796,1
2792,1
2790,1
2780,1
2838,1
2772,1
2770,1
2768,1
2764,1
2760,1
2758,1
2756,1
2752,1
2748,1
2746,1
2744,1
2742,1
2736,1
2728,1
2832,1
2840,1
2442,1
2912,1
2966,1
2962,1
2956,1
2950,1
2946,1
2944,1
2938,1
2936,1
2932,1
2926,1
2924,1
2922,1
2920,1
2918,1
2902,1
2842,1
2898,1
2890,1
2886,1
2882,1
2872,1
2870,1
2868,1
2860,1
2858,1
2856,1
2852,1
2850,1
2848,1
2846,1
2726,1
2722,1
2716,1
2516,1
2592,1
2588,1
2586,1
2584,1
2582,1
2580,1
2572,1
2570,1
2568,1
2564,1
2550,1
2536,1
2528,1
2526,1
2514,1
2714,1
2510,1
2504,1
2500,1
2498,1
2486,1
2482,1
2480,1
2478,1
2472,1
2464,1
2458,1
2454,1
2450,1
2446,1
2596,1
2602,1
2604,1
2608,1
2710,1
2702,1
2694,1
2688,1
2682,1
2678,1
2674,1
2670,1
2662,1
2660,1
2654,1
2652,1
2650,1
2648,1
2646,1
2644,1
2642,1
2640,1
2638,1
2636,1
2632,1
2630,1
2628,1
2626,1
2624,1
2622,1
2620,1
2614,1
2612,1
6170,1
