window_start,sensor_name,observed_events,expected_events,low_alert_threshold,high_alert_threshold,deviation_events,deviation_score,history_windows,alert
2013-01-11 16:00:00,OutsideDoor,38.0,2.0,0.0,36.0,36.0,12.141,372,HIGH_DEVIATION
2013-04-12 08:00:00,OutsideDoor,38.0,2.0,0.0,24.0,36.0,12.141,372,HIGH_DEVIATION
2013-06-28 02:00:00,LivingRoom,36.0,0.0,0.0,27.45,36.0,36.0,372,HIGH_DEVIATION
2012-08-24 16:00:00,OutsideDoor,36.0,2.0,0.0,36.0,34.0,11.466,372,HIGH_DEVIATION
2012-12-12 21:00:00,DiningRoom,34.0,0.0,0.0,28.87,34.0,34.0,372,HIGH_DEVIATION
2013-02-08 09:00:00,DiningRoom,36.0,2.0,0.0,30.87,34.0,11.466,372,HIGH_DEVIATION
2013-03-30 16:00:00,OutsideDoor,36.0,2.0,0.0,36.0,34.0,11.466,372,HIGH_DEVIATION
2013-06-02 16:00:00,OutsideDoor,36.0,2.0,0.0,36.0,34.0,11.466,372,HIGH_DEVIATION
2012-09-22 22:00:00,OutsideDoor,32.0,0.0,0.0,32.0,32.0,32.0,372,HIGH_DEVIATION
2012-11-28 22:00:00,OutsideDoor,32.0,0.0,0.0,32.0,32.0,32.0,372,HIGH_DEVIATION
2012-08-04 00:00:00,DiningRoom,30.0,0.0,0.0,23.16,30.0,30.0,372,HIGH_DEVIATION
2012-08-30 06:00:00,DiningRoom,30.0,0.0,0.0,12.58,30.0,30.0,372,HIGH_DEVIATION
2012-10-21 18:00:00,DiningRoom,28.0,0.0,0.0,24.0,28.0,28.0,372,HIGH_DEVIATION
2012-12-22 23:00:00,OutsideDoor,26.0,0.0,0.0,26.0,26.0,26.0,372,HIGH_DEVIATION
2013-01-25 07:00:00,OutsideDoor,26.0,0.0,0.0,24.0,26.0,26.0,372,HIGH_DEVIATION
2013-04-07 23:00:00,OutsideDoor,26.0,0.0,0.0,26.0,26.0,26.0,372,HIGH_DEVIATION
2012-07-23 18:00:00,DiningRoom,24.0,0.0,0.0,24.0,24.0,24.0,372,HIGH_DEVIATION
2012-07-25 07:00:00,OutsideDoor,24.0,0.0,0.0,24.0,24.0,24.0,372,HIGH_DEVIATION
2012-09-11 07:00:00,OutsideDoor,24.0,0.0,0.0,24.0,24.0,24.0,372,HIGH_DEVIATION
2012-10-14 07:00:00,OutsideDoor,24.0,0.0,0.0,24.0,24.0,24.0,372,HIGH_DEVIATION
2012-12-03 07:00:00,OutsideDoor,24.0,0.0,0.0,24.0,24.0,24.0,372,HIGH_DEVIATION
2013-01-30 18:00:00,DiningRoom,24.0,0.0,0.0,24.0,24.0,24.0,372,HIGH_DEVIATION
2013-04-20 07:00:00,OutsideDoor,24.0,0.0,0.0,24.0,24.0,24.0,372,HIGH_DEVIATION
2012-07-31 08:00:00,OutsideDoor,24.0,2.0,0.0,24.0,22.0,7.419,372,HIGH_DEVIATION
2012-08-12 08:00:00,OutsideDoor,24.0,2.0,0.0,24.0,22.0,7.419,372,HIGH_DEVIATION
2012-08-24 04:00:00,OutsideDoor,22.0,0.0,0.0,18.58,22.0,22.0,372,HIGH_DEVIATION
2012-08-25 06:00:00,OutsideDoor,22.0,0.0,0.0,20.29,22.0,22.0,372,HIGH_DEVIATION
2012-09-06 08:00:00,OutsideDoor,24.0,2.0,0.0,24.0,22.0,7.419,372,HIGH_DEVIATION
2012-09-18 06:00:00,OutsideDoor,22.0,0.0,0.0,20.29,22.0,22.0,372,HIGH_DEVIATION
2012-11-23 23:00:00,DiningRoom,22.0,0.0,0.0,18.0,22.0,22.0,372,HIGH_DEVIATION
2012-12-20 05:00:00,OutsideDoor,22.0,0.0,0.0,18.0,22.0,22.0,372,HIGH_DEVIATION
2013-01-28 08:00:00,OutsideDoor,24.0,2.0,0.0,24.0,22.0,7.419,372,HIGH_DEVIATION
2013-02-11 08:00:00,OutsideDoor,24.0,2.0,0.0,24.0,22.0,7.419,372,HIGH_DEVIATION
2013-04-28 00:00:00,OutsideDoor,22.0,0.0,0.0,18.29,22.0,22.0,372,HIGH_DEVIATION
2012-10-22 03:00:00,OutsideDoor,20.0,0.0,0.0,7.45,20.0,20.0,372,HIGH_DEVIATION
2013-02-22 00:00:00,OutsideDoor,20.0,0.0,0.0,18.29,20.0,20.0,372,HIGH_DEVIATION
2012-09-08 05:00:00,OutsideDoor,18.0,0.0,0.0,18.0,18.0,18.0,372,HIGH_DEVIATION
2012-10-15 05:00:00,OutsideDoor,18.0,0.0,0.0,18.0,18.0,18.0,372,HIGH_DEVIATION
2012-12-17 05:00:00,OutsideDoor,18.0,0.0,0.0,18.0,18.0,18.0,372,HIGH_DEVIATION
2013-02-13 23:00:00,DiningRoom,18.0,0.0,0.0,18.0,18.0,18.0,372,HIGH_DEVIATION
2013-02-19 23:00:00,DiningRoom,18.0,0.0,0.0,18.0,18.0,18.0,372,HIGH_DEVIATION
2013-06-21 05:00:00,OutsideDoor,18.0,0.0,0.0,18.0,18.0,18.0,372,HIGH_DEVIATION
2013-07-02 05:00:00,DiningRoom,18.0,0.0,0.0,10.0,18.0,18.0,372,HIGH_DEVIATION
2012-09-10 07:00:00,DiningRoom,16.0,0.0,0.0,14.0,16.0,16.0,372,HIGH_DEVIATION
2012-10-15 06:00:00,DiningRoom,16.0,0.0,0.0,12.58,16.0,16.0,372,HIGH_DEVIATION
2012-11-02 03:00:00,OutsideDoor,16.0,0.0,0.0,7.45,16.0,16.0,372,HIGH_DEVIATION
2013-05-29 01:00:00,OutsideDoor,16.0,0.0,0.0,12.29,16.0,16.0,372,HIGH_DEVIATION
2012-08-01 01:00:00,OutsideDoor,14.0,0.0,0.0,12.29,14.0,14.0,372,HIGH_DEVIATION
2012-11-26 07:00:00,DiningRoom,14.0,0.0,0.0,14.0,14.0,14.0,372,HIGH_DEVIATION
2013-01-15 07:00:00,DiningRoom,14.0,0.0,0.0,14.0,14.0,14.0,372,HIGH_DEVIATION
2013-02-01 07:00:00,DiningRoom,14.0,0.0,0.0,14.0,14.0,14.0,372,HIGH_DEVIATION
2013-06-30 01:00:00,DiningRoom,12.0,0.0,0.0,6.0,12.0,12.0,372,HIGH_DEVIATION
2012-11-02 05:00:00,DiningRoom,10.0,0.0,0.0,10.0,10.0,10.0,372,HIGH_DEVIATION
2013-01-03 05:00:00,DiningRoom,10.0,0.0,0.0,10.0,10.0,10.0,372,HIGH_DEVIATION
2013-07-03 05:00:00,DiningRoom,10.0,0.0,0.0,10.0,10.0,10.0,372,HIGH_DEVIATION
2012-10-22 04:00:00,DiningRoom,8.0,0.0,0.0,4.0,8.0,8.0,372,HIGH_DEVIATION
2013-06-28 02:00:00,OutsideDoor,8.0,0.0,0.0,3.5,8.0,8.0,372,HIGH_DEVIATION
2012-08-02 01:00:00,DiningRoom,6.0,0.0,0.0,6.0,6.0,6.0,372,HIGH_DEVIATION
2012-08-03 01:00:00,DiningRoom,6.0,0.0,0.0,6.0,6.0,6.0,372,HIGH_DEVIATION
2012-09-22 01:00:00,DiningRoom,6.0,0.0,0.0,6.0,6.0,6.0,372,HIGH_DEVIATION
2013-01-22 02:00:00,DiningRoom,6.0,0.0,0.0,3.5,6.0,6.0,372,HIGH_DEVIATION
2013-03-21 01:00:00,DiningRoom,6.0,0.0,0.0,6.0,6.0,6.0,372,HIGH_DEVIATION
2013-04-25 01:00:00,DiningRoom,6.0,0.0,0.0,6.0,6.0,6.0,372,HIGH_DEVIATION
2012-09-24 04:00:00,DiningRoom,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2012-10-25 02:00:00,Kitchen,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2012-10-31 02:00:00,Kitchen,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2012-11-02 04:00:00,DiningRoom,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2013-01-09 03:00:00,Kitchen,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2013-03-04 03:00:00,Kitchen,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2013-04-01 03:00:00,Kitchen,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2013-06-26 02:00:00,Kitchen,4.0,0.0,0.0,4.0,4.0,4.0,372,HIGH_DEVIATION
2013-07-11 02:00:00,OutsideDoor,4.0,0.0,0.0,3.5,4.0,4.0,372,HIGH_DEVIATION
